ItemCode	Warehouse	NET_AFTER_1	NET_AFTER_2	NET_AFTER_3	NET_AFTER_4	NET_AFTER_5	NET_AFTER_6
PM0000350	BH-GR	0	0	0	0	0	0
FG0000114	BH-GR	0	0	-554	-554	-554	0
RM0000037	BH-GR	160	80	80	80	80	0
PM0000344	BH-GR	0	-80	0	0	0	0
PM0000345	BH-GR	0	-80	0	0	0	0
PM0000026	BH-GR	0	-20	0	-130	-130	0
PM0000025	BH-GR	0	-20	0	-130	-130	0
FG0000123	BH-GR	0	-12	-12	-12	-12	0
RM0000021	BH-GR	1123	1067	1067	1117	1117	0
PM0000358	BH-GR	0	-8	0	-3	-3	0
PM0000359	BH-GR	0	-8	0	0	0	0
PM0000360	BH-GR	0	-8	0	0	0	0
FG0000128	BH-GR	-8	-11	-94	-113	-128	0
FG0000131	BH-GR	0	0	-1	-1	-1	0
PM0000584	BH-GR	0	-86	0	0	0	0
PM0000366	BH-GR	0	0	0	0	0	0
PM0000365	BH-GR	0	0	0	0	0	0
PM0000634	BH-GR	0	-4.3	0	0	0	0
FG0000134	BH-GR	0	0	-1500	-1500	-1500	0
PM0000662	BH-GR	0	0	0	0	0	0
PM0000084	BH-GR	0	0	0	0	0	0
PM0000368	BH-GR	0	0	0	0	0	0
PM0000367	BH-GR	0	0	0	0	0	0
PM0000245	BH-GR	0	0	0	0	0	0
FG0000135	BH-GR	0	0	-3	-3	-3	0
PM0000370	BH-GR	0	0	0	0	0	0
PM0000369	BH-GR	0	0	0	0	0	0
PM0000819	BH-GR	0	-28	0	-15.95	-15.95	0
FG0000136	BH-GR	0	0	-3	-25	-25	0
PM0000372	BH-GR	0	0	0	0	0	0
PM0000371	BH-GR	0	0	0	0	0	0
FG0000137	BH-GR	0	0	-6	-8	-8	0
PM0000374	BH-GR	0	0	0	0	0	0
PM0000373	BH-GR	0	0	0	0	0	0
FG0000138	BH-GR	0	0	-400	-400	-400	0
PM0000407	BH-GR	0	-102	0	0	0	0
PM0000376	BH-GR	0	0	0	0	0	0
PM0000375	BH-GR	0	0	0	0	0	0
FG0000139	BH-GR	0	0	-797	-797	-797	0
PM0000378	BH-GR	0	-6	0	0	0	0
PM0000377	BH-GR	0	-6	0	0	0	0
FG0000140	BH-GR	-6	0	-124	-134	-134	0
PM0000379	BH-GR	0	0	0	0	0	0
PM0000380	BH-GR	0	0	0	0	0	0
FG0000141	BH-GR	0	0	-2	-2	-2	0
RM0000011	BH-GR	3846	3741	3741	3741	3741	0
PM0000425	BH-GR	0	-5	0	0	0	0
PM0000426	BH-GR	0	-5	0	0	0	0
PM0000427	BH-GR	0	-20	0	0	0	0
PM0000428	BH-GR	0	-20	0	0	0	0
PM0000672	BH-GR	0	-0.22	0	-36.27	-36.27	0
PM0000402	BH-GR	0	-6	0	0	0	0
FG0000145	BH-GR	0	0	-24	-24	-26	0
RM0000008	BH-GR	222	128	128	128	128	0
PM0000400	BH-GR	0	-71	0	0	0	0
PM0000399	BH-GR	0	-71	0	0	0	0
PM0000409	BH-GR	0	-4.44	-0.01	-0.01	-0.01	0
PM0000397	BH-GR	0	-16	0	0	0	0
PM0000396	BH-GR	0	-16	0	0	0	0
PM0000408	BH-GR	0	-17	0	0	0	0
PM0000386	BH-GR	0	-17	0	0	0	0
PM0000385	BH-GR	0	-17	0	0	0	0
PM0000657	BH-GR	0.01	-1.06	0.01	0.01	0.01	0
PM0000395	BH-GR	0	-37	0	0	0	0
PM0000632	BH-GR	0	-9.25	0	0	0	0
PM0000560	BH-GR	0	0	0	0	0	0
PM0000417	BH-GR	0	0	0	0	0	0
PM0000418	BH-GR	0	0	0	0	0	0
FG0000155	BH-GR	0	0	-2	-2	-2	0
PM0000125	BH-GR	0	-46	0	0	0	0
PM0000415	BH-GR	0	0	0	0	0	0
PM0000416	BH-GR	0	0	0	0	0	0
PM0000128	BH-GR	0.01	-1.91	0	0	0	0
FG0000160	BH-GR	-2	0	-8	-8	-8	0
PM0000498	BH-GR	0	0	0	0	0	0
PM0000421	BH-GR	0	0	0	0	0	0
PM0000422	BH-GR	0	0	0	0	0	0
FG0000161	BH-GR	0	-10	-66	-71	-119	0
PM0000466	BH-GR	0	0	0	0	0	0
PM0000536	BH-GR	0	0	0	0	0	0
FG0000170	BH-GR	3	3	-4	-4	-4	0
FG0000176	BH-GR	0	0	-80	-80	-80	0
PM0000593	BH-GR	0	0	0	0	0	0
FG0000178	BH-GR	0	0	-3	-3	-65	0
PM0000494	BH-GR	0	-60	0	0	0	0
PM0000495	BH-GR	0	-60	0	0	0	0
PM0000507	BH-GR	0	-53	0	0	0	0
FG0000184	BH-GR	-60	0	0	-319	-319	0
RM0000034	BH-GR	1160	0	0	20	20	0
PM0000492	BH-GR	0	-152	0	0	0	0
PM0000493	BH-GR	0	-152	0	0	0	0
FG0000186	BH-GR	-148	0	0	0	-4	0
PM0000346	BH-GR	0	0	0	0	0	0
FG0000191	BH-GR	-50	-50	-104	-104	-104	0
PM0000186	BH-GR	0	-15	0	0	0	0
PM0000286	BH-GR	0	0	0	0	0	0
PM0000287	BH-GR	0	0	0	0	0	0
PM0000891	BH-GR	0	0	0	0	0	0
PM0000104	BH-GR	0	0	0	0	0	0
PM0000433	BH-GR	0	0	0	0	0	0
PM0000626	BH-GR	0	0	0	0	0	0
PM0000434	BH-GR	0	0	0	0	0	0
FG0000223	BH-GR	0	0	-554	-683	-683	0
RM0000007	BH-GR	2549	2549	2549	2549	2549	0
PM0000524	BH-GR	0	0	0	0	0	0
PM0000525	BH-GR	0	0	0	0	0	0
PM0000522	BH-GR	0	0	0	0	0	0
PM0000523	BH-GR	0	0	0	0	0	0
RM0000040	BH-GR	1537	1537	1537	1537	1537	0
PM0000784	BH-GR	0	0	0	0	0	0
PM0000785	BH-GR	0	0	0	0	0	0
FG0000228	BH-GR	0	0	-12	-22	-22	0
PM0000260	BH-GR	0	0	0	0	0	0
FG0000232	BH-GR	0	-8	-420	-303	-303	0
PM0000575	BH-GR	0	0	0	0	0	0
PM0000576	BH-GR	0	0	0	0	0	0
FG0000242	BH-GR	0	0	-2	-2	-2	0
PM0000578	BH-GR	0	-80	0	0	0	0
PM0000577	BH-GR	0	-80	0	0	0	0
FG0000243	BH-GR	1580	1660	1180	1180	-2020	0
PM0000105	BH-GR	0	-13.08	0	0	0	0
FG0000255	BH-GR	0	0	-945	-945	-945	0
PM0000270	BH-GR	0	0	0	0	0	0
FG0000275	BH-GR	0	0	-39	-39	-39	0
PM0000604	BH-GR	0.01	0.01	0.01	0.01	0.01	0
PM0000004	BH-GR	0	0	0	0	0	0
FG0000276	BH-GR	0	0	-3	-3	-3	0
PM0000670	BH-GR	0	-221	0	0	0	0
PM0000669	BH-GR	0	-221	0	0	0	0
PM0000667	BH-GR	0	-57	0	0	0	0
PM0000668	BH-GR	0	-57	0	0	0	0
FG0000296	BH-GR	-5	0	-3	-4	-4	0
PM0000673	BH-GR	0	0	0	0	0	0
PM0000674	BH-GR	0	0	0	0	0	0
RM0000056	BH-GR	5	5	5	5	5	0
FG0000305	BH-GR	0	0	-1	-1	-1	0
PM0000517	BH-GR	0	-1	0	0	0	0
PM0000727	BH-GR	0	-1	0	0	0	0
PM0000307	BH-GR	0	-1	0	0	0	0
PM0000308	BH-GR	0	-1	0	0	0	0
PM0000722	BH-GR	0	-0.05	0	0	0	0
PM0000698	BH-GR	0	0	0	0	0	0
PM0000699	BH-GR	0	0	0	0	0	0
FG0000311	BH-GR	0	0	0	0	-20	0
PM0000708	BH-GR	0	0	0	0	0	0
PM0000709	BH-GR	0	0	0	0	0	0
FG0000312	BH-GR	0	0	0	0	-359	0
PM0000423	BH-GR	0	-157	0	0	0	0
PM0000682	BH-GR	0	-157	0	0	0	0
PM0000820	BH-GR	0	-157	0	0	0	0
PM0000681	BH-GR	0	0	0	0	0	0
PM0000724	BH-GR	0	0	0	0	0	0
FG0000320	BH-GR	0	-32	-32	-32	-32	0
RM0000054	BH-GR	489	489	489	489	489	0
PM0000726	BH-GR	0	0	0	0	0	0
PM0000690	BH-GR	0	0	0	0	0	0
PM0000691	BH-GR	0	0	0	0	0	0
PM0000752	BH-GR	0	0	0	0	0	0
PM0000742	BH-GR	0	0	0	0	0	0
PM0000743	BH-GR	0	0	0	0	0	0
FG0000334	BH-GR	0	0	0	0	-12	0
PM0000779	BH-GR	0	0	0	0	0	0
PM0000778	BH-GR	0	0	0	0	0	0
PM0000777	BH-GR	0	0	0	0	0	0
PM0000775	BH-GR	0	0	0	0	0	0
PM0000783	BH-GR	0	0	0	0	0	0
PM0000782	BH-GR	0	0	0	0	0	0
PM0000781	BH-GR	0	0	0	0	0	0
PM0000780	BH-GR	0	0	0	0	0	0
PM0000806	BH-GR	0	0	0	0	0	0
PM0000831	BH-GR	0	0	0	0	0	0
PM0000276	BH-GR	0	0	0	0	0	0
PM0000054	BH-GR	0	-424	0	0	0	0
PM0000824	BH-GR	0	-424	0	0	0	0
PM0000825	BH-GR	0	-21.2	0	0	0	0
PM0000859	BH-GR	0	0	0	0	0	0
PM0000861	BH-GR	0	0	0	0	0	0
PM0000863	BH-GR	0	0	0	0	0	0
PM0000864	BH-GR	0	0	0	0	0	0
FG0000407	BH-GR	0	0	0	0	-80	0
PM0000860	BH-GR	0	0	0	0	0	0
FG0000418	BH-GR	0	0	0	-6	-6	0
PM0000247	BH-GR	0	0	0	0	0	0
FG0000423	BH-GR	0	0	0	-24	-24	0
PM0000349	BH-PM	-8200	-8200	-8200	-8200	-8200	0
PM0000349	BH-BS	-5800	-3300	-3300	-3300	-3300	0
PM0000350	BH-PM	-8200	-8200	-8200	-8200	-8200	0
PM0000350	BH-BS	-5200	-2700	-2700	-2700	-2700	0
SF0000001	BH-GR	0	0	0	0	0	-264
SF0000002	BH-GR	0	0	0	0	0	-17
PM0000609	BH-GR	0	-2	0	0	0	0
FG0000317	BH-GR	0	0	0	0	-17	0
SF0000004	BH-GR	0	0	0	0	0	-1
PM0000628	BH-GR	0	0	0	0	0	0
FG0000387	BH-GR	0	-1	-1	-1	-1	0
PM0000345	BH-PM	5400	5400	5400	5400	5400	0
PM0000344	BH-PM	5400	5400	5400	5400	5400	0
PM0000691	BH-PM	-100	-500	4500	4500	4500	0
PM0000350	BH-PC	4665	4435	4445	4445	4445	0
PM0000349	BH-PC	4970	4740	4750	4750	4750	0
PM0000365	BH-BS	-600	-600	-600	-600	-600	0
PM0000365	BH-PC	17	17	17	17	17	0
PM0000366	BH-BS	-17	-17	-17	-17	-17	0
PM0000366	BH-PC	17	17	17	17	17	0
PM0000634	BH-BS	-900	-900	-850	-850	-5	0
PM0000634	BH-PC	575	575	575	575	575	0
PM0000004	BH-WST	0.25	0.25	0.25	0.25	0.25	0
PM0000008	BH-WST	113	113	115	115	115	0
PM0000012	BH-WST	4.34	4.34	7.33	7.33	7.33	0
PM0000025	BH-WST	104	-186	154	154	154	0
PM0000029	BH-WST	107	107	107	107	107	0
PM0000031	BH-WST	180	165	180	135	115	0
PM0000038	BH-WST	486	486	486	486	321	0
PM0000039	BH-WST	481	481	481	481	321	0
PM0000041	BH-GR	0	-10	0	-90	-90	0
PM0000042	BH-GR	0	-10	0	-90	-90	0
PM0000042	BH-WST	148	8	148	148	90	0
PM0000049	BH-WST	143	134	143	143	111	0
PM0000050	BH-WST	143	133	143	143	111	0
PM0000055	BH-GR	0	-560	0	-319	-319	0
PM0000055	BH-WST	315	259	319	319	319	0
PM0000056	BH-WST	10	7	10	10	10	0
PM0000062	BH-WST	423	392	512	512	512	10
PM0000068	BH-WST	77	77	77	77	77	0
PM0000071	BH-WST	-309	-309	141	141	141	0
PM0000072	BH-WST	101.14	101.14	100	100	100	0
PM0000074	BH-WST	1566.74	1566.74	1607.7	1607.74	1607.74	0
PM0000084	BH-WST	810	810	810	810	810	0
PM0000104	BH-WST	350	343	350	350	350	0
PM0000105	BH-WST	109.75	109.75	109.75	109.75	109.75	0
PM0000118	BH-WST	43	43	178	178	209	20
PM0000128	BH-WST	4.46	4.46	5.46	5.46	5.46	0
PM0000130	BH-WST	0.78	0.78	0.78	0.78	0.78	0
PM0000155	BH-WST	254	254	254	254	254	0
PM0000162	BH-WST	82	82	82	82	82	0
PM0000186	BH-WST	632	614	632	632	624	0
PM0000187	BH-WST	786	786	784	786	786	0
PM0000193	BH-WST	389	389	389	389	389	0
PM0000218	BH-WST	10	10	10	10	10	0
PM0000219	BH-WST	10	10	10	10	10	0
PM0000224	BH-WST	-91	-91	108	108	108	0
PM0000225	BH-WST	137	137	137	137	137	0
PM0000227	BH-WST	92	22	92	92	92	0
PM0000245	BH-WST	278.25	278.25	278.25	278.25	278.25	0
PM0000247	BH-WST	5	5	4	3	1	0
PM0000259	BH-WST	603	585	603	603	603	0
PM0000260	BH-WST	303	303	303	303	303	0
PM0000270	BH-WST	71	71	71	71	71	0
PM0000273	BH-WST	4	4	4	4	4	0
PM0000274	BH-WST	78	78	78	78	78	0
PM0000275	BH-WST	84	84	82	82	82	0
PM0000276	BH-WST	1	1	1	1	1	0
PM0000278	BH-WST	4	4	4	4	4	0
PM0000279	BH-WST	78	78	78	78	78	0
PM0000280	BH-WST	4	4	4	4	4	0
PM0000281	BH-WST	-222	-222	78	78	78	0
PM0000282	BH-WST	4	4	4	4	4	0
PM0000283	BH-WST	78	78	78	78	78	0
PM0000284	BH-WST	4.67	-36.33	8.67	8.67	8.67	0
PM0000285	BH-WST	-4.19	-6.19	64.81	64.81	64.81	0
PM0000286	BH-WST	-395	-395	146	146	146	0
PM0000287	BH-WST	-375	-375	146	146	146	0
PM0000288	BH-WST	994	734	994	994	644	0
PM0000289	BH-WST	934	699	934	934	644	0
PM0000303	BH-GR	0	-0.8	-0.8	-0.8	-0.8	0
PM0000303	BH-WST	0.8	0.8	0.8	0.8	0.8	0
PM0000333	BH-WST	454	454	374	454	454	0
PM0000335	BH-WST	-51	-66	4	4	4	0
PM0000344	BH-WST	-427	-427	64	64	64	0
PM0000345	BH-WST	-427	-427	64	64	64	0
PM0000346	BH-WST	104	104	104	104	104	0
PM0000347	BH-WST	294	294	294	294	294	0
PM0000348	BH-WST	294	294	294	294	294	0
PM0000349	BH-WST	564	564	564	564	564	0
PM0000350	BH-WST	569	569	569	569	569	0
PM0000359	BH-WST	128	-62	127	73	128	0
PM0000360	BH-WST	-77	-272	127	63	128	0
PM0000365	BH-WST	1500	1500	1500	1500	1500	0
PM0000366	BH-WST	1500	1500	1500	1500	1500	0
PM0000367	BH-WST	3	3	3	3	3	0
PM0000368	BH-WST	3	3	3	3	3	0
PM0000371	BH-WST	8	8	8	8	8	0
PM0000372	BH-WST	8	8	8	8	8	0
PM0000373	BH-WST	400	400	400	400	400	0
PM0000374	BH-WST	400	400	400	400	400	0
PM0000375	BH-WST	797	797	797	797	797	0
PM0000376	BH-WST	797	797	797	797	797	0
PM0000377	BH-WST	134	134	134	134	134	0
PM0000378	BH-WST	134	134	134	134	134	0
PM0000379	BH-WST	2	2	2	2	2	0
PM0000380	BH-WST	2	2	2	2	2	0
PM0000394	BH-WST	10	10	10	10	10	0
PM0000396	BH-WST	-228	-228	442	442	442	0
PM0000397	BH-WST	-233	-233	442	442	442	0
PM0000399	BH-WST	128	128	128	128	128	0
PM0000400	BH-WST	128	128	128	128	128	0
PM0000402	BH-WST	124	124	124	124	124	0
PM0000415	BH-WST	12	12	12	12	12	0
PM0000416	BH-WST	12	12	12	12	12	0
PM0000421	BH-WST	119	119	119	119	119	0
PM0000422	BH-WST	119	119	119	119	119	0
PM0000423	BH-WST	372	372	372	372	372	0
PM0000424	BH-WST	583	583	583	583	577	0
PM0000433	BH-WST	315	315	315	315	315	0
PM0000434	BH-WST	1628	1628	1628	1628	1628	0
PM0000453	BH-GR	0	-0.8	-0.8	-0.8	-0.8	0
PM0000453	BH-WST	0.8	0.8	0.8	0.8	0.8	0
PM0000471	BH-WST	494	477	644	638	628	0
PM0000490	BH-GR	0	-160	0	-319	-319	0
PM0000490	BH-WST	319	69	319	319	319	0
PM0000491	BH-GR	0	-160	0	-319	-319	0
PM0000491	BH-WST	319	119	319	319	319	0
PM0000492	BH-WST	-11	-11	4	4	4	0
PM0000493	BH-WST	-6	-6	4	4	4	0
PM0000494	BH-WST	249	249	319	319	319	0
PM0000495	BH-WST	249	249	319	319	319	0
PM0000496	BH-GR	0	-560	0	-319	-319	0
PM0000496	BH-WST	319	319	319	319	319	0
PM0000498	BH-WST	119	119	119	119	119	0
PM0000536	BH-WST	4	4	4	4	4	0
PM0000560	BH-WST	22	22	22	22	22	0
PM0000575	BH-WST	2	2	2	2	2	0
PM0000576	BH-WST	2	2	2	2	2	0
PM0000577	BH-WST	8180	8180	8180	8180	8180	0
PM0000578	BH-WST	8180	8180	8180	8180	8180	0
PM0000584	BH-WST	11616	11616	11616	11016	10216	0
PM0000588	BH-WST	17	17	17	17	17	0
PM0000604	BH-WST	0.02	0.02	0.02	0.02	0.02	0
PM0000609	BH-WST	7	7	17	17	17	0
PM0000626	BH-WST	1628	1623	1628	1628	1628	0
PM0000628	BH-WST	1	1	1	1	1	0
PM0000632	BH-WST	170.75	170.75	167.75	167.75	167.75	0
PM0000634	BH-WST	524.8	524.8	524.8	524.8	510.8	0
PM0000656	BH-WST	454	454	437	454	454	0
PM0000657	BH-WST	92.62	91.62	82.62	82.62	70.62	0
PM0000658	BH-WST	63.5	63.5	63.5	63.5	63.5	0
PM0000660	BH-WST	-4.53	-4.53	5.47	5.47	5.47	0
PM0000662	BH-WST	1500	1500	1500	1500	1500	0
PM0000663	BH-WST	454	454	374	454	454	0
PM0000667	BH-WST	4	4	4	4	4	0
PM0000668	BH-WST	4	4	4	4	4	0
PM0000669	BH-WST	581	581	581	581	581	0
PM0000670	BH-WST	581	581	581	581	581	0
PM0000671	BH-GR	0	-2.66	0	-27.02	-27.02	0
PM0000671	BH-WST	59.01	-17.36	33.97	27.97	27.02	0
PM0000672	BH-WST	358.9	344.54	466.47	338.23	121.97	0
PM0000673	BH-WST	1	1	1	1	1	0
PM0000674	BH-WST	1	1	1	1	1	0
PM0000681	BH-WST	-3	-3	35	35	35	0
PM0000682	BH-WST	272	272	372	372	372	0
PM0000698	BH-WST	20	20	20	20	20	0
PM0000699	BH-WST	20	20	20	20	20	0
PM0000708	BH-WST	359	359	359	359	359	0
PM0000709	BH-WST	359	359	359	359	359	0
PM0000724	BH-WST	47	47	32	32	32	0
PM0000729	BH-WST	10	10	10	10	10	0
PM0000742	BH-WST	12	12	12	12	12	0
PM0000743	BH-WST	12	12	12	12	12	0
PM0000752	BH-WST	12	12	12	12	12	0
PM0000765	BH-WST	4	4	4	4	4	0
PM0000775	BH-WST	40	40	40	40	40	0
PM0000777	BH-WST	40	40	40	40	40	0
PM0000778	BH-WST	40	40	40	40	40	0
PM0000779	BH-WST	40	40	40	40	40	0
PM0000780	BH-WST	40	40	40	40	40	0
PM0000781	BH-WST	40	40	40	40	40	0
PM0000782	BH-WST	40	40	40	40	40	0
PM0000783	BH-WST	40	40	40	40	40	0
PM0000806	BH-WST	40	40	40	40	40	0
PM0000819	BH-WST	17.2	15.2	17.2	17.2	17.2	0
PM0000820	BH-WST	407	407	407	407	407	0
PM0000831	BH-WST	0	0	3	2	2	0
PM0000859	BH-WST	56	56	69	54	4	0
PM0000860	BH-WST	6	6	-419	-419	6	0
PM0000029	BH-BS	-2000	0	-800	-4099	-3800	0
PM0000029	BH-PC	3204	1402	1456	3204	3204	0
FG0000026	BH-PF	0	0	0	0	0	0
PM0000251	BH-NM	0	0	0	0	-3420	0
PM0000224	BH-PM	-5200	10800	32000	-28300	-12300	0
PM0000832	BH-BT	0	0	0	0	0	0
PM0000085	BH-NM	0	0	0	0	-1060	0
SC0000078	GP-FG	-2338	-2338	-2338	-2338	-2338	0
SC0000078	BH-SC	2852	2852	2338	2338	2338	0
SC0000064	BH-SC	644	644	182	208	208	0
SC0000065	GP-FG	-600	-121	-64	-64	-64	0
SC0000065	BH-SC	64	64	64	64	64	0
SC0000091	GP-FG	-7	-7	-7	-7	-7	0
SC0000091	BH-SC	7	7	7	7	7	0
SC0000008	GP-FG	-2	-2	-2	-2	-2	0
SC0000008	BH-SC	5	97	2	2	2	0
SC0000005	GP-FG	-45	-45	-45	-45	-45	0
SC0000005	BH-SC	45	45	45	45	45	0
PM0000259	BH-PM	-4224	-3568	-1616	-1344	-1102	0
FG0000033	BH-BT	8670	8670	8670	8670	8670	0
PM0000259	BH-PC	107	105	114	-670	114	0
FG0000222	GP-FG	-579	-279	-219	-216	-216	0
FG0000222	BH-BT	216	216	216	216	216	0
FG0000318	GP-FG	-36	-1	-1	-1	-1	0
FG0000318	BH-BT	1	1	1	1	1	0
FG0000319	GP-FG	-32	-32	-32	-15	-15	0
PM0000424	BH-PM	0	-3000	-1350	-315	-115	0
PM0000424	BH-BS	0	0	-184	-415	-238	0
PM0000895	BH-BS	0	0	0	0	-180	0
PM0000430	BH-BS	0	0	0	0	0	0
PM0000907	BH-BS	0	0	0	0	0	0
PM0000906	BH-BS	0	0	0	0	0	0
PM0000911	BH-BS	0	0	0	0	0	0
PM0000910	BH-BS	0	0	0	0	0	0
PM0000056	BH-BS	0	0	-9430	-7630	-430	0
PM0000009	BH-PM	-150	100	352	2333	-368	-250
PM0000358	BH-PM	-6265	0	-2700	0	-1335	0
PM0000657	BH-NM	0	0	0	0	-365	0
PM0000182	BH-PM	-3756	-3506	-1250	-1250	-960	0
PM0000182	BH-BS	-750	-250	-216	-113	0	0
PM0000103	BH-PM	0	0	0	0	0	0
PM0000103	BH-BS	0	0	0	0	0	0
PM0000274	BH-PM	0	0	0	0	0	493
PM0000274	BH-BS	0	0	0	0	0	0
PM0000684	BH-PM	5	5	5	5	5	437
PM0000684	BH-BS	0	0	0	0	0	0
PM0000159	BH-BS	-3100	-7500	-2500	-5700	-10800	0
PM0000158	BH-BS	-2500	-7500	-2500	-3800	-10800	0
PM0000860	BH-PM	170220	114820	155820	1220	-3480	0
PM0000860	BH-BS	0	0	-12000	-12200	-8720	0
PM0000606	BH-PM	0	0	0	0	0	17000
PM0000606	BH-BS	0	0	0	0	0	0
PM0000348	BH-PM	-1400	7000	-8000	-8000	-300	0
PM0000348	BH-BS	0	-5700	0	0	0	0
PM0000347	BH-PM	-1400	7000	-8000	-8000	-300	0
PM0000347	BH-BS	0	-5700	0	0	0	0
PM0000045	BH-PM	45500	57500	-12000	-6000	-6000	30900
PM0000045	BH-BS	-5650	-7800	-7400	-36850	-33000	0
PM0000360	BH-PM	-12000	-12000	-12000	-6000	-6000	0
PM0000360	BH-BS	-9600	-3000	-3000	-1250	-700	0
PM0000359	BH-PM	-12000	-12000	-12000	-6000	-6000	0
PM0000359	BH-BS	-9805	-3000	-3000	-1450	-700	0
PM0000052	BH-PM	-1500	0	-5600	-3000	-3000	-1500
PM0000394	BH-BS	-26200	-12500	-8400	-8400	-22500	0
PM0000531	BH-BS	-10000	-10000	-10000	-2000	-2000	0
PM0000531	BH-PC	2000	2000	2000	2000	2000	0
PM0000424	BH-PC	0	0	-1	-785	-15	0
PM0000696	BH-BS	0	0	-11074	-10000	-10000	0
PM0000696	BH-PC	10000	10000	10000	10000	10000	0
PM0000726	BH-BS	-17500	-6000	-5800	-5800	-5800	0
PM0000059	BH-BS	-87500	-72500	-68900	-51900	-24400	2200
PM0000727	BH-BS	-57000	-51000	-45000	-39280	-21000	-3000
PM0000605	BH-BS	-5000	-5000	-5000	-5000	-5000	0
PM0000605	BH-PC	5000	5000	5000	5000	5000	0
PM0000567	BH-BS	-70500	-65500	-65500	-60500	-45500	0
PM0000820	BH-BS	-4850	-2732	-2732	-3832	-3832	0
PM0000820	BH-PC	2632	3832	3832	3832	3832	0
PM0000275	BH-BS	-198	-178	-178	-178	-178	0
PM0000275	BH-PC	176	176	178	178	178	0
PM0000663	BH-BS	-7000	-7000	-3214	-1714	-714	0
PM0000730	BH-BS	-20000	-20000	-20000	-20000	-20000	0
PM0000730	BH-PC	20000	20000	20000	20000	20000	0
PM0000685	BH-BS	-2000	-2000	-2000	-2000	-2000	0
PM0000685	BH-PC	2000	2000	2000	2000	2000	0
PM0000608	BH-BS	-113	-113	-113	-113	-113	0
PM0000608	BH-PC	113	113	113	113	113	0
PM0000839	BH-BS	-76	-76	-76	-76	-76	0
PM0000839	BH-PC	76	76	76	76	76	0
PM0000278	BH-BS	-3357	-3357	-3357	-3637	-3637	0
PM0000278	BH-PC	0	0	0	0	0	0
PM0000728	BH-BS	-1344	-1344	-1344	-1344	-1344	0
PM0000728	BH-PC	1344	1344	1344	1344	1344	0
PM0000399	BH-BS	-15000	-15000	-15000	-15000	-15000	0
PM0000399	BH-PC	0	0	0	0	0	0
PM0000400	BH-BS	-15000	-15000	-15000	-15000	-15000	0
PM0000400	BH-PC	0	0	0	0	0	0
PM0000719	BH-BS	-6500	-6500	-6500	-6500	-1200	0
PM0000718	BH-BS	-6500	-6500	-6500	-6500	-1200	0
PM0000519	BH-BS	-50	-50	-50	-50	-50	0
PM0000519	BH-PC	50	50	50	50	50	0
PM0000518	BH-BS	-50	-50	-50	-50	-50	0
PM0000518	BH-PC	50	50	50	50	50	0
PM0000860	BH-PC	12196	12196	11201	11401	12196	-4
PM0000373	BH-BS	-4400	-4400	-4400	-4400	-4400	0
PM0000373	BH-PC	0	0	0	0	0	0
PM0000374	BH-BS	-5000	-5000	-5000	-5000	-5000	0
PM0000374	BH-PC	0	0	0	0	0	0
PM0000211	BH-BS	-10600	-10600	-10600	-10600	-10600	0
PM0000211	BH-PC	10600	10600	10600	10600	10600	0
PM0000210	BH-BS	-10600	-10600	-10600	-10600	-10600	0
PM0000210	BH-PC	10600	10600	10600	10600	10600	0
PM0000101	BH-BS	-17325	-17325	-17325	-17325	-17325	0
PM0000101	BH-PC	0	0	0	0	0	0
PM0000100	BH-BS	-17325	-17325	-17325	-17325	-17325	0
PM0000100	BH-PC	0	0	0	0	0	0
PM0000895	BH-PC	2702	2702	2702	2702	2680	0
PM0000821	BH-BS	-274	-274	-274	-420	-420	0
PM0000821	BH-PC	273	273	273	273	273	-147
PM0000826	BH-BS	-104	-104	-104	-104	-104	0
PM0000826	BH-PC	104	104	104	104	104	0
PM0000363	BH-BS	-15600	-15600	-15600	-15600	-15600	0
PM0000363	BH-PC	0	0	0	0	0	0
PM0000364	BH-BS	-15600	-15600	-15600	-15600	-15600	0
PM0000364	BH-PC	0	0	0	0	0	0
PM0000043	BH-BS	0	0	0	-52	-50	0
PM0000043	BH-PC	50	50	50	50	50	0
PM0000413	BH-BS	-24692	-24692	-24692	-24692	-24692	0
PM0000413	BH-PC	24634	24634	24634	24634	24634	-58
PM0000414	BH-BS	-24692	-24692	-24692	-24692	-24692	0
PM0000414	BH-PC	24634	24634	24634	24634	24634	-58
PM0000420	BH-BS	-28927	-28927	-28927	-28927	-28227	0
PM0000420	BH-PC	28227	28227	28227	28227	28227	0
PM0000419	BH-BS	-30632	-30632	-30632	-30632	-28227	0
PM0000419	BH-PC	28227	28227	28227	28227	28227	0
PM0000381	BH-BS	-1100	-1100	-1100	-1100	-1100	0
PM0000381	BH-PC	0	0	0	0	0	0
PM0000352	BH-BS	-1411	-1411	-1411	-1411	-1411	0
PM0000352	BH-PC	1411	1411	1411	1411	1411	0
PM0000351	BH-BS	-1411	-1411	-1411	-1411	-1411	0
PM0000351	BH-PC	1411	1411	1411	1411	1411	0
PM0000582	BH-BS	-15000	-15000	-15000	-15000	-15000	0
PM0000582	BH-PC	15000	15000	15000	15000	15000	0
PM0000581	BH-BS	-15000	-15000	-15000	-15000	-15000	0
PM0000581	BH-PC	15000	15000	15000	15000	15000	0
PM0000227	BH-BS	-4800	-10800	-22797	-2500	-20700	0
PM0000227	BH-PC	17930	18000	18000	18000	18000	0
