section,company,date,ref,status,party,vehicle_no,warehouse,item_code,item_name,qty,uom,litres,value_inr,in_sap,lag_days,evidence,note
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000394,,DEEPAK TRADING COMPANY PATIALA,,,,,1,invoices,13900,2540952,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000595,,CHARAN DASS BANARSI DASS,,,,,6,invoices,13594,2293202,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000846,,ISHWER CHAND & SONS (ANIPK0139M),,,,,1,invoices,13187,1928570,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000352,,AT OVERSEAS,,,,,4,invoices,12900,2153570,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000365,,RAJESHWAR KISHORE MAHENDERPAL,,,,,6,invoices,12695,2278057,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000546,,ARIHANT TRADING CO,,,,,2,invoices,11982,1745048,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000592,,KNOWTABLE ONLINE SERVICES PRIVATE LIMITED,,,,,1,invoices,11593,2773333,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000917,,N.K. TRADING CO.,,,,,1,invoices,11230,1741597,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
BILLING_CUSTOMER,JIVO_OIL,2026-08,CUSTA000577,,JAGDAMBA ENTERPRISES CHD,,,,,1,invoices,11100,2160373,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM,
SAP_RECON,JIVO_OIL,2026-08-01..2026-08-30,invoice count,,,,,,,540,invoices,,377945074,SAP OINV count = 540,0,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 vs hana-sql OINV,EXACT MATCH (540 = 540). The app is a faithful mirror of SAP's A/R invoices; it does not create them.
SAP_RECON,JIVO_MART,2026-08-01..2026-08-30,invoice count,,,,,,,693,invoices,,294866806,SAP OINV count = 693,0,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 vs hana-sql OINV,EXACT MATCH (693 = 693). The app is a faithful mirror of SAP's A/R invoices; it does not create them.
SAP_RECON,JIVO_BEVERAGES,2026-08-01..2026-08-30,invoice count,,,,,,,312,invoices,,9026901,SAP OINV count = 312,0,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1 vs hana-sql OINV,EXACT MATCH (312 = 312). The app is a faithful mirror of SAP's A/R invoices; it does not create them.
QUEUE_STATE,ALL,,"billed, no dispatch plan yet",PENDING (plan.booking_status),,,,,,407,bills/trucks,212646,70269215,,,GET /dispatch-plans/dashboard/summary/,cross-company backlog on the app's own Dispatch Fulfilment dashboard (default window 2026-06-02..08-30)
QUEUE_STATE,ALL,,"planned, truck booked, not gone",BOOKED,,,,,,14,bills/trucks,34682,4542126,,,GET /dispatch-plans/dashboard/summary/,cross-company
QUEUE_STATE,ALL,,"truck inside, still loading",arrival status LOADING / stage DOCKED,,,,,,3,bills/trucks,,,,,GET /gate-core/inside-dispatch-vehicles/,ALL THREE are the same truck HR67C6723 that gated in on 2026-06-22 and has never been marked out - a 69-day-old ghost carrying 11 bills. arrivals?open_only=1 returns exactly this one arrival.
QUEUE_STATE,ALL,,picked but not loaded (barcode),DRAFT / PARTIAL / READY_TO_DISPATCH,,,,,,89,bills/trucks,,,,,GET /barcode/dispatch/sessions/active/,"ABANDONED MODULE, not a live queue: newest session created 2026-08-07, newest completion 2026-06-21, and 86 of the 89 already read sap_dispatch_status=DISPATCHED."
QUEUE_STATE,ALL,,"loaded, waiting on an exception",docking-admin partial-scan / scan-skip PENDING,,,,,,0,bills/trucks,,,,,GET /docking-admin/partial-scan-requests/ + scan-skip-requests/,"Oil: 131 partial-scan (130 approved, 1 rejected) + 49 scan-skip, all closed. Median approval 2 minutes, p90 19 min. Not a bottleneck."
QUEUE_STATE,ALL,,"gone, not delivered",dispatch-tracking DISPATCHED / IN_TRANSIT / DELAYED,,,,,,218,bills/trucks,,,,,GET /gate-core/dispatch-tracking/summary/,"Aug: 475 dispatched, 257 delivered, 192 with no tracking update at all, 23 overdue (worst 12 days), on-time rate 31%."
HOLD_REMARK,JIVO_BEVERAGES,2026-07-02,626077964,DISPATCHED,BABA JEE,,BH-FG,,,,,4920.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: HOLD BY NAVNEET VG
HOLD_REMARK,JIVO_BEVERAGES,2026-07-02,626077965,DISPATCHED,TAVISH INDUSTRIES,,BH-FG,,,,,9000.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: HOLD BY NAVNEET VG
HOLD_REMARK,JIVO_BEVERAGES,2026-08-26,626088222,DISPATCHED,SHIVA ENTERPRISES,,BH-FG,,,,,3000.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: HOLD HAI SHARAN MAM
HOLD_REMARK,JIVO_BEVERAGES,2026-08-26,626088227,DISPATCHED,CONCEPT COLOUR,,BH-FG,,,,,2922.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: HOLD  KARANPREET VG
HOLD_REMARK,JIVO_OIL,2026-06-12,626060300,BOOKED,PURE AGROCHEM CORPORATION,,GP-FG,,,,,1400.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: PENDING BILL WILL BE PROVIDED
HOLD_REMARK,JIVO_OIL,2026-06-13,626060303,BOOKED,PURE AGROCHEM CORPORATION,,GP-FG,,,,,600.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: PENDING INVOICE DONE KINDLY DISPATCH
HOLD_REMARK,JIVO_OIL,2026-06-17,626060374,BOOKED,ILAHI CO. (BTCPN5063N),,BH-PS,,,,,250.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: BH-PS GODOWN DO NOT DISPATCH
HOLD_REMARK,JIVO_OIL,2026-06-24,626060431,DISPATCHED,CHIRAG ENTERPRISES MUMBAI,,GP-FG,,,,,9600.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: CARTON PENDING
HOLD_REMARK,JIVO_OIL,2026-06-24,626060451,DISPATCHED,SINGHAL FOODS,,GP-FG,,,,,360.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: CARTON PENDING
HOLD_REMARK,JIVO_OIL,2026-06-25,626060461,DISPATCHED,CHIRAG ENTERPRISES MUMBAI,,BH-PF,,,,,,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: CARTON PENDING
HOLD_REMARK,JIVO_OIL,2026-07-02,626070151,DISPATCHED,KAILASH AGENCIES,,GP-FG,,,,,2416.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: pending invoice will be provided
HOLD_REMARK,JIVO_OIL,2026-07-02,626070153,DISPATCHED,KAILASH AGENCIES,,BH-PF,,,,,75.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: pending invoice will be provided
HOLD_REMARK,JIVO_OIL,2026-07-21,626070449,DISPATCHED,N.K. TRADING CO.,,GP-FG,,,,,4000.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: PENDING BILL PROVIDE TOMMOROW
HOLD_REMARK,JIVO_OIL,2026-07-22,626070455,DISPATCHED,SHRAY FOOD & BEVERAGES PRIVATE LIMITED,,BH-PF,,,,,714.285,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: PENDING BILL PROVIDE TOMMOROW
HOLD_REMARK,JIVO_OIL,2026-07-22,626070456,DISPATCHED,SHRAY FOOD & BEVERAGES PRIVATE LIMITED,,BH-PF,,,,,2214.285,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: PENDING BILL PROVIDE TOMMOROW
HOLD_REMARK,JIVO_OIL,2026-07-23,626070474,DISPATCHED,N.K. TRADING CO.,,BH-PF,,,,,5729.4,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: PENDING BILL PROVIDE TOMMOROW
HOLD_REMARK,JIVO_OIL,2026-07-27,626070559,DISPATCHED,SHRAY FOOD & BEVERAGES PRIVATE LIMITED,,BH-PF,,,,,3000.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,"HOLD IS FREE TEXT: pending invoice will be provided soon 
scheme item"
HOLD_REMARK,JIVO_OIL,2026-07-28,626070592,DISPATCHED,SEA BREEZE,,BH-PF,,,,,1800.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,"HOLD IS FREE TEXT: pending invoice will be provided soon 
scheme item"
HOLD_REMARK,JIVO_OIL,2026-07-28,626070594,DISPATCHED,SEA BREEZE,,BH-BT,,,,,200.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,"HOLD IS FREE TEXT: pending invoice will be provided soon 
scheme item"
HOLD_REMARK,JIVO_OIL,2026-07-28,626070596,DISPATCHED,ARJUN DASS & SONS PUNJAB NEW,,BH-BT,,,,,8362.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: HOLD PENDING BILL WILL BE PROVIDE TOMMOROW
HOLD_REMARK,JIVO_OIL,2026-07-28,626070597,DISPATCHED,ARJUN DASS & SONS PUNJAB NEW,,GP-FG,,,,,2540.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: HOLD PENDING BILL WILL BE PROVIDE TOMMOROW
HOLD_REMARK,JIVO_OIL,2026-07-28,626070598,DISPATCHED,RAM NATH AND SONS (AFJPJ8653C),,BH-BT,,,,,48.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: HOLD PENDING BILL WILL BE PROVIDE TOMMOROW
HOLD_REMARK,JIVO_OIL,2026-07-28,626070599,DISPATCHED,ARJUN DASS & SONS PUNJAB NEW,,BH-BT,,,,,821.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: HOLD PENDING BILL WILL BE PROVIDE TOMMOROW
HOLD_REMARK,JIVO_OIL,2026-07-28,626070600,DISPATCHED,ARJUN DASS & SONS PUNJAB NEW,,BH-BT,,,,,116.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: HOLD PENDING BILL WILL BE PROVIDE TOMMOROW
HOLD_REMARK,JIVO_OIL,2026-07-29,626070621,DISPATCHED,SHRAY FOOD & BEVERAGES PRIVATE LIMITED,,BH-BT,,,,,200.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,"HOLD IS FREE TEXT: pending invoice will be provided soon 
scheme item"
HOLD_REMARK,JIVO_OIL,2026-07-29,626070634,DISPATCHED,SHRAY FOOD & BEVERAGES PRIVATE LIMITED,,BH-BT,,,,,100.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,"HOLD IS FREE TEXT: pending invoice will be provided soon 
scheme item"
HOLD_REMARK,JIVO_OIL,2026-07-29,626070639,DISPATCHED,ARJUN DASS & SONS PUNJAB NEW,,BH-BT,,,,,800.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: HOLD PENDING BILL WILL BE PROVIDE TOMMOROW
HOLD_REMARK,JIVO_OIL,2026-07-30,626070683,DISPATCHED,ILAHI CO. (BTCPN5063N),,BH-BT,,,,,10.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: PENDING BILL TOMOROW
HOLD_REMARK,JIVO_OIL,2026-07-30,626070684,DISPATCHED,ILAHI CO. (BTCPN5063N),,BH-PF,,,,,75.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: PENDING BILL TOMOROW
HOLD_REMARK,JIVO_OIL,2026-07-31,626070693,DISPATCHED,ILAHI CO. (BTCPN5063N),,BH-SC,,,,,,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: PENDING BILL TOMOROW
HOLD_REMARK,JIVO_OIL,2026-08-03,626080118,DISPATCHED,ILAHI CO. (BTCPN5063N),,BH-BT,,,,,1840.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: PENDING BILL TOMOROW
HOLD_REMARK,JIVO_OIL,2026-08-03,626080120,DISPATCHED,ILAHI CO. (BTCPN5063N),,BH-SC,,,,,111.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: PENDING BILL TOMOROW
HOLD_REMARK,JIVO_OIL,2026-08-11,626080299,BOOKED,HIMJYOTI TRADERS,,BH-BT,,,,,2400.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: HOLD 2 LTR MUSTARD PENDING
HOLD_REMARK,JIVO_OIL,2026-08-12,626080337,DISPATCHED,RAJESHWAR KISHORE MAHENDERPAL,,BH-BT,,,,,4660.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: CARTON PENDING PROVIDER TOMMOROW
HOLD_REMARK,JIVO_OIL,2026-08-13,626080356,DISPATCHED,RAJESHWAR KISHORE MAHENDERPAL,,BH-PF,,,,,,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: CARTON PENDING PROVIDER TOMMOROW
HOLD_REMARK,JIVO_OIL,2026-08-20,626080436,DISPATCHED,RAJESHWAR KISHORE MAHENDERPAL,,BH-PF,,,,,1384.56,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: please hold until next confirmation
HOLD_REMARK,JIVO_OIL,2026-08-20,626080437,DISPATCHED,RAJESHWAR KISHORE MAHENDERPAL,,BH-BT,,,,,2000.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: please hold until next confirmation
HOLD_REMARK,JIVO_OIL,2026-08-22,626080479,DISPATCHED,BAJAJ TRADERS,,BH-BT,,,,,1500.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: pending invoice shared please dispatch
HOLD_REMARK,JIVO_OIL,2026-08-22,626080480,DISPATCHED,BAJAJ TRADERS,,BH-PF,,,,,1384.56,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: pending invoice shared please dispatch
HOLD_REMARK,JIVO_OIL,2026-08-24,626080488,DISPATCHED,BAJAJ TRADERS,,BH-BT,,,,,2280.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: pending invoice shared please dispatch
HOLD_REMARK,JIVO_OIL,2026-08-24,626080513,DISPATCHED,ILAHI CO. (BTCPN5063N),,BH-BT,,,,,2208.0,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,HOLD IS FREE TEXT: PENDING BILL TOMMOROW
SUMMARY,ALL,,holds,,,,,,,41,bills 90d,,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,"There is NO hold status anywhere in the app. A held bill sits at stage BOOKED like any other and the reason is typed into dispatch_plan.remarks. Nothing counts, ages or alerts on it."
CREDIT_BLOCK,JIVO_OIL,,OCRD.frozenFor='Y',,,,,,,12,customers,,,,,hana-sql OCRD,SAP-side freeze. It blocks a NEW invoice; it does nothing about goods already invoiced and standing in the godown.
CREDIT_BLOCK,JIVO_OIL,,Balance > CreditLine,,,,,,,8,customers,,,,,hana-sql OCRD,over their credit limit with a limit set
BROKEN_OR_STALE,ALL,2026-08-17T16:02,order-processing OMS sync,FAILED,,,,,,,,,,,,GET /order-processing/dashboard/,"connection to server at 103.89.45.75 port 5432 failed: No route to host. The order mirror has been dead 13 days; 2,238 of 2,281 orders were never stock-checked. The OMS box moved to 138.252.101.118 (see MEMORY jsap-moved-to-ary-box) and this app still points at the old IP."
BROKEN_OR_STALE,ALL,2026-06-22T12:18,arrival ARV-20260622-0001,LOADING,,,,,,,,,,,,GET /gate-core/arrivals/?open_only=1,"69 days 'inside'. It is the only open arrival and the only content of the inside-dispatch-vehicles board, so that board is 100% noise today."
BROKEN_OR_STALE,ALL,2026-08-07 (newest),barcode dispatch sessions,DRAFT/PARTIAL/READY_TO_DISPATCH,,,,,,,,,,,,GET /barcode/dispatch/sessions/active/,"89 orphan Oil sessions, oldest bill 2026-05-27. Module stopped being completed on 2026-06-21. Loading evidence now lives on sales_dispatch box_scans instead."
BROKEN_OR_STALE,ALL,never,transporter A/P invoice,empty,,,,,,,,,,,,GET /dispatch/transporter-invoices/history/,returns [] in all three companies - the feature has never been used.
TRAP,ALL,,OINV.DocSubType='GD' moves NO stock,,,,,,,,,,,,,hana-sql OINV + OINM,"4 Oil invoices in 90 days worth Rs4.73 Cr are DocSubType='GD' rate-difference bills to JIVO MART with zero OINM rows. Counting them as goods movement invented 522,000 phantom litres in my first pass. Filter on the existence of an OINM TransType-13 row, not on OINV alone."
TRAP,ALL,,PM item names carry litres,,,,,,,,,,,,,engine/plan_units.pack_litres,"'LABEL DESI GHEE 1000 LTR (JIVO)' x 700 pcs parsed as 700,000 L. Restrict litre parsing to ItmsGrpCod=102 FINISHED. This is the packaging-item rule from GODOWNS.md biting on the billing side."
TRAP,ALL,,dispatch-plans dashboards ignore Company-Code,,,,,,,,,,,,,GET /dispatch-plans/dashboard/summary|bills/,"Always all three companies. The 421-bill / Rs7.48 Cr backlog is a GROUP figure, not Oil's."
TRAP,ALL,,dispatch-plans/bills 'limit' corrupts meta,,,,,,,,,,,,,GET /dispatch-plans/bills/,meta is recomputed on the capped set. Never sample with limit and quote meta.
TRAP,ALL,,/gate-core/sales-dispatch/lock/ is a GET with a side effect,,,,,,,,,,,,,-,NOT CALLED. Suspected get_or_create; three singleton rows with three created_at values.
TRAP,ALL,,one truck carries many bills,,,,,,,,,,,,,GET /gate-core/sales-dispatch/,"1,329 dispatch records carry 2,489 bills; the biggest single dispatch carried 41. Counting trucks is not counting bills."
TRAP,ALL,,app litres are not SAP litres,,,,,,,,,,,,,GET /dispatch-plans/bills/ vs hana-sql,"The app's total_litres on a GD rate-difference bill read 276,295 L for a Rs15.6 L invoice (Rs5.6/L). Take litres from SAP lines, not from the bill row."
SUMMARY,JIVO_OIL,2026-08-30,C-0054-headline,,,,BH-BT+BH-PF,,,43,open bills,85917,,,,derived,"Today 664,341 L sit on Oil's books at BH-BT+BH-PF and a further 85917 L are invoiced-out but have no gate-out. Physical = 750,258 L against the 827,000 L working ceiling = 90.7% full, 76,742 L free - not the 162,659 L the OnHand-only figure claims. Overstatement today = 53%."
SUMMARY,ALL,,dispatch-records-90d,,,,,,,1329,truck-dispatches,,,,,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"2026-06-01..2026-08-30, all three companies, carrying 2,489 bills"
SUMMARY,ALL,,bills-90d,,,,,,,5992,SAP invoices,,,,,GET /dispatch-plans/bills/?date_from&date_to&all_companies=1,"Oil 1,729 / Mart 3,022 / Beverages 1,241"
CAPACITY_RESTATED,JIVO_OIL,2026-08-30,on the books now (OITW.OnHand),,,,BH-BT+BH-PF,,,,,664341,,,,"hana-sql JIVO_OIL_HANADB OITW+OITM (ItmsGrpCod=102), litres via engine/plan_units","VERIFIED live 2026-08-30: BH-BT 414,078 L + BH-PF 250,263 L"
CAPACITY_RESTATED,JIVO_OIL,2026-08-30,"+ invoiced, no gate-out yet (external)",,,,BH-BT+BH-PF,,,,,85917,,,,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"VERIFIED: 43 open bills, oldest 12 days. This is C-0054's missing term."
CAPACITY_RESTATED,JIVO_OIL,2026-08-30,= physically present (Oil),,,,BH-BT+BH-PF,,,,,750258,,,,"hana-sql JIVO_OIL_HANADB OITW+OITM (ItmsGrpCod=102), litres via engine/plan_units + derived","90.7% of the 827,000 L working ceiling"
CAPACITY_RESTATED,JIVO_OIL,2026-08-30,"free space, OnHand only (the WRONG figure)",,,,BH-BT+BH-PF,,,,,162659,,,,"hana-sql JIVO_OIL_HANADB OITW+OITM (ItmsGrpCod=102), litres via engine/plan_units","827,000 - 664,341. This is the number C-0054 says is too optimistic."
CAPACITY_RESTATED,JIVO_OIL,2026-08-30,"free space, corrected",,,,BH-BT+BH-PF,,,,,76742,,,,derived,"827,000 - 664,341 - 85917. The OnHand-only figure (162,659 L) is 2.1x this. C-0054 is worth 85917 L of godown at Bhakharpur today."
CAPACITY_RESTATED,JIVO_OIL,2026-08-30,free space on an average August day,,,,BH-BT+BH-PF,,,,,38204,,,,derived,using the mean August pile of 124455 L
CAPACITY_RESTATED,JIVO_OIL,2026-08-30,free space if Mart's Bhakharpur FG shares the same floor (INFERRED),,,,BH-BT+BH-PF,,,,,7440,,,,derived,"NOT a finding - it depends on an answer only Daman has. If BH-FGM/BH-JM/BH-GR/BH-INT stand on pallet positions the 827 T sheet already counts, Bhakharpur is 99.1% full."
CAPACITY_RESTATED,JIVO_OIL,2026-08-30,+ Mart FG parked in Bhakharpur (INFERRED),,,,BH-BT+BH-PF,,,,,69302,,,,hana-sql JIVO_MART_HANADB OITW,"BH-INT 36,155 + BH-GR 17,427 + BH-JM 13,350 + BH-FGM 2,250 + BH-FG 120. Mart's books, Oil's building. Whether it stands on the same pallet positions the 827 T sheet counts is UNKNOWN - a question for Daman."
