module,path,method,cli_command,status,known_in_repo,row_count,notes
WAREHOUSE,/warehouse/bst/gate/expected-inwards/,GET,warehouse bst-gate-inwards,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:WAREHOUSE.BST_GATE_INWARDS"
WAREHOUSE,/warehouse/bst/gate/expected-outwards/,GET,warehouse bst-gate-outwards,200,binary+spec,293,live | registry:WAREHOUSE.BST_GATE_OUTWARDS
WAREHOUSE,/warehouse/bst/incoming/,GET,warehouse bst-incoming,200,binary+spec,137,live | registry:WAREHOUSE.BST_INCOMING
WAREHOUSE,/warehouse/bst/incoming/{id}/,GET,warehouse bst-incoming-get,not probed,binary+spec,,needs id | registry:WAREHOUSE.BST_INCOMING_DETAIL
WAREHOUSE,/warehouse/bst/partial-transfers/,GET,warehouse bst-partial-transfers,200,binary+spec,5,live | registry:WAREHOUSE.BST_PARTIAL_TRANSFERS
WAREHOUSE,/warehouse/bst/partial-transfers/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BST_PARTIAL_TRANSFER_APPROVE
WAREHOUSE,/warehouse/bst/partial-transfers/{id}/reject/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BST_PARTIAL_TRANSFER_REJECT
WAREHOUSE,/warehouse/bst/sap-transfers/,GET,warehouse bst-sap-transfers,200,binary+spec,50,live | registry:WAREHOUSE.BST_SAP_TRANSFERS
WAREHOUSE,/warehouse/bst/sap-transfers/{id}/,GET,warehouse bst-sap-transfer-get,not probed,binary+spec,,needs id | registry:WAREHOUSE.BST_SAP_TRANSFER_DETAIL
WAREHOUSE,/warehouse/bst/{id}/,GET|PUT,warehouse bst-get,not probed,binary+spec,,needs id | registry:WAREHOUSE.BST_DETAIL
WAREHOUSE,/warehouse/bst/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BST_APPROVE
WAREHOUSE,/warehouse/bst/{id}/box-scans/,POST,,not probed,no,,needs id | registry:WAREHOUSE.BST_BOX_SCANS
WAREHOUSE,/warehouse/bst/{id}/box-scans/batch/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BST_BOX_SCANS_BATCH
WAREHOUSE,/warehouse/bst/{id}/box-scans/bulk-delete/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BST_BOX_SCANS_BULK_DELETE
WAREHOUSE,/warehouse/bst/{id}/box-scans/{id}/,DELETE,,not probed,no,,needs id | registry:WAREHOUSE.BST_BOX_SCAN_DETAIL
WAREHOUSE,/warehouse/bst/{id}/cancel/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BST_CANCEL
WAREHOUSE,/warehouse/bst/{id}/gate/mark-in/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BST_GATE_MARK_IN
WAREHOUSE,/warehouse/bst/{id}/gate/mark-out/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BST_GATE_MARK_OUT
WAREHOUSE,/warehouse/bst/{id}/manual-entries/,POST,,not probed,no,,needs id | registry:WAREHOUSE.BST_MANUAL_ENTRIES
WAREHOUSE,/warehouse/bst/{id}/partial-transfer/request/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BST_PARTIAL_TRANSFER_REQUEST
WAREHOUSE,/warehouse/bst/{id}/receive-scans/,POST,,not probed,no,,needs id | registry:WAREHOUSE.BST_RECEIVE_SCAN
WAREHOUSE,/warehouse/bst/{id}/receive/complete/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.BST_RECEIVE_COMPLETE
WAREHOUSE,/warehouse/fg-receipts/,GET,warehouse fg-receipts,200,binary+spec,3,live | registry:WAREHOUSE.FG_RECEIPTS
WAREHOUSE,/warehouse/fg-receipts/create/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.FG_RECEIPT_CREATE
WAREHOUSE,/warehouse/fg-receipts/{id}/,GET,warehouse fg-receipt-get,not probed,binary+spec,,needs id | registry:WAREHOUSE.FG_RECEIPT_DETAIL
WAREHOUSE,/warehouse/fg-receipts/{id}/post-to-sap/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.FG_RECEIPT_POST_SAP
WAREHOUSE,/warehouse/fg-receipts/{id}/receive/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.FG_RECEIPT_RECEIVE
WAREHOUSE,/warehouse/my-warehouses/,GET,,200,no,obj,live | registry:WAREHOUSE.MY_WAREHOUSES
WAREHOUSE,/warehouse/stock/check/,POST,,not probed,no,,no GET evidence | registry:WAREHOUSE.STOCK_CHECK
WAREHOUSE,/warehouse/transfer-requests/,GET|POST,,200,no,3,live | registry:WAREHOUSE.TRANSFER_REQUESTS
WAREHOUSE,/warehouse/transfer-requests/in-transit/,GET,,200,no,0,"live, zero rows in JIVO_OIL | registry:WAREHOUSE.TRANSFER_REQUESTS_IN_TRANSIT"
WAREHOUSE,/warehouse/transfer-requests/pending/,GET,,200,no,0,"live, zero rows in JIVO_OIL | registry:WAREHOUSE.TRANSFER_REQUESTS_PENDING"
WAREHOUSE,/warehouse/transfer-requests/reconcile/,GET,,200,no,obj,live | registry:WAREHOUSE.TRANSFER_REQUESTS_RECONCILE
WAREHOUSE,/warehouse/transfer-requests/stock/,GET,,400,no,,"routed; required query param missing: {""error"":""Pick the source warehouse first.""} | registry:WAREHOUSE.TRANSFER_REQUESTS_STOCK"
WAREHOUSE,/warehouse/transfer-requests/{id}/,GET,,not probed,no,,needs id | registry:WAREHOUSE.TRANSFER_REQUEST_DETAIL
WAREHOUSE,/warehouse/transfer-requests/{id}/allocation-preview/,GET,,not probed,no,,needs id | registry:WAREHOUSE.TRANSFER_REQUEST_ALLOCATION_PREVIEW
WAREHOUSE,/warehouse/transfer-requests/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.TRANSFER_REQUEST_APPROVE
WAREHOUSE,/warehouse/transfer-requests/{id}/create-bst/,POST,,not probed,no,,needs id | registry:WAREHOUSE.TRANSFER_REQUEST_CREATE_BST
WAREHOUSE,/warehouse/transfer-requests/{id}/post-second-leg/,POST,,not probed,no,,needs id | registry:WAREHOUSE.TRANSFER_REQUEST_SECOND_LEG
WAREHOUSE,/warehouse/transfer-requests/{id}/post/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.TRANSFER_REQUEST_POST
WAREHOUSE,/warehouse/transfer-requests/{id}/reject/,POST,,not probed,no,,write-shaped path segment | registry:WAREHOUSE.TRANSFER_REQUEST_REJECT
WAREHOUSE,/warehouse/transfer-requests/{id}/verify-batches/,GET,,not probed,no,,needs id | registry:WAREHOUSE.TRANSFER_REQUEST_VERIFY_BATCHES
WAREHOUSE,/warehouse/user-warehouses/,GET|POST,,200,no,17,live | registry:WAREHOUSE.USER_WAREHOUSES
WAREHOUSE,/warehouse/user-warehouses/gaps/,GET,,200,no,5,live | registry:WAREHOUSE.USER_WAREHOUSE_GAPS
WAREHOUSE,/warehouse/user-warehouses/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:WAREHOUSE.USER_WAREHOUSE_DETAIL
WAREHOUSE,/warehouse/wms/item-groups/,GET,warehouse wms-item-groups,200,binary+spec,obj,live | registry:WAREHOUSE.WMS_ITEM_GROUPS
WAREHOUSE,/warehouse/wms/warehouses/,GET,warehouse wms-warehouses,200,binary+spec,obj,live | registry:WAREHOUSE.WMS_WAREHOUSE_LIST
WAREHOUSE OPS,/wms/cellPurposes/,GET,wms wms-cell-purposes,200,binary+spec,9,live
WAREHOUSE OPS,/wms/inventory/,GET,wms wms-inventory,200,binary+spec,433,live
WAREHOUSE OPS,/wms/locations/,GET,wms wms-locations,200,binary+spec,961,"CAPACITY: 961 RACK cells, each maxPallets=1. By purpose: 739 FINISHED-GOODS + 46 PACKING-MATERIAL = 785 usable pallet positions; 176 are aisle/stairs/pillar/lift/conveyor/cabin/gate. maxUnits, maxVolume, maxWeight and dimensions are ALL null - no volumetric capacity. || live"
WAREHOUSE OPS,/wms/materials/,GET,wms wms-materials,200,binary+spec,0,"live, zero rows in JIVO_OIL"
WAREHOUSE OPS,/wms/movements/,GET,wms wms-movements,200,binary+spec,764,live
WAREHOUSE OPS,/wms/pallets/,GET,wms wms-pallets,200,binary+spec,334,"OCCUPANCY: 333 active pallets, all with a currentLocationId = 42.4% of the 785 usable positions. 11,276 boxes / 121,630 units across 37 items. || live"
WAREHOUSE OPS,/wms/templates/,GET,wms wms-templates,200,binary+spec,1,live
WAREHOUSE OPS,/wms/warehouses/,GET,wms wms-warehouses,200,binary+spec,1,"ONLY physical capacity model in the app: 1 warehouse, BHAKHARPUR-BASEMENT, 31 rows x 31 cols x 1 level, mapped to SAP code BH-BT. The other 45 warehouses have no location/capacity model. || live"
WAREHOUSE OPS,/wms/zones/,GET,wms wms-zones,200,binary+spec,0,"live, zero rows in JIVO_OIL"
WAREHOUSE OPS,/wms/{id}/{id}/,GET,wms wms-get,not probed,binary+spec,,needs id
